index,text,label
2182,14281,i just checked and the editor of #bohemianrhapsody is nominated for best editing. he's actually nominated.. ha...hahahaha...i'm gonna lose my fucking mind.,general
2488,15005,like if your mom always made you go to school even when it was declared a snow day,general
824,14278,Like ALL of my cousins were supposed to go on a trip with me for my 30th bday but it’s not looking good 😩 Might turn into a baecation 🤷🏽‍♀️,general_travel
806,15353,"Made some good memories, met some good people, and ate great good. France ended up being a trip I'll always appreciate. Till next time homies â¤ï¸ðŸ‡²ðŸ‡«",general_travel
812,27711,Curious Texas: How to travel between DFW and Love Field airports and other DART questions https://t.co/2vwwmJgI82,general_travel
1115,42100,"What we have once enjoyed deeply we can never lose. All that we love deeply becomes a part of us.
`•.,¸¸,.•´¯Visit Us: https://t.co/9vfN3fUyoF ¯`•.,¸¸,.•´

#enjoylife #love #enjoy #happy #travel #life #christmas #instagood #fun #sky #smile #myself #nature #happiness #winter https://t.co/DqtBK4rKua",general_travel
673,19231,"REQUEST - Portland, will travel! https://t.co/ipYNyJVKEA",general_travel
459,37022,@seeingmirrors It’ll be us next tour !!! I need another Aussie Stan to travel with,travel
106,7101,@FunInFairfax @Touchse @TravelBugsWorld @Adventuringgal @travelpantspair @RoarLoudTravel @always5star @SashaEats @GalsWander @TravelAtWill @RickGriffin @RoadtripC @Sostraveluk @travelwithirine @kathrynanywhere @ggjourneys @carpediemeire @MadHattersNYC @WattWhereHow @NewYorkHabitat @NYCapricorn @Nicolette_O @aftertheflash @dorothyadele @SouthernerSays @traveling1223 @lifejourney4two @Differentville @PuttingAPinInIt @Fiona_Whiley_23 @LGSomewhereMcK @abonniething @NikkyB1088 @LindaPeters64 @Fit_life360 @eatlivestay @LoriMoreno @KaraDiDomizio @lavidashannon @takemomalong @LivItalyTours @UnCruise @CharlesMcCool Wow 😲 this one looks a little over grown 🤣 Would love to travel on a canal boat... actually investigated buying one a while back 🙌👌🏻 That would have been cool 😎,travel
599,4473,I'm jealous when I see people travel. I will do that again. #wanderlust,general_travel
302,893,So quaint! These are the types of places I like to visit when I travel. https://t.co/HDWfUOYVVi,travel
2150,2208,“all that for a drop of blood” is still so disrespectful,general
1129,43009,@Grzegor18865222 @realbuntyking Be a cowboy. Be masculine. Have gun. Will travel.,general_travel
2226,26483,@cadlymack did you expect malex to be an instant success.  and does it put pressure on how their stories will progress?,general
1965,38807,i just got called cute by a man https://t.co/rik9z4dxpu,general
750,6568,"If you’re going to the #LCFC v #SaintsFC match today, why not try #LeicsParkandRide? A Group Ticket is only £4 for up to 5 people travelling together in the same car. https://t.co/1cr71VFdSx @LCFC @SouthamptonFC https://t.co/HEz736fFQq",general_travel
648,23986,@PastyA_ Lol they’ll prob raise it again in 2020. Pricing everyone out. Only able to afford one trip a year with hotel and food and everything,general_travel
645,5856,"Nervous to apply for a job like ""Travel Intensive Care Unit Registered Nurse - ICU RN"" at Supplemental Health Care? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info.",general_travel
586,39336,"Hi @piamuehlenbeck 🥰
I just launched my travel blog last Saturday and i’ve written a post on things to do in #Singapore!  So i thought i’ll tweet it to you after watching your Instagram story! Anyway, Happy Honeymoon, Vatos! love, love, love! 😘😘😘

https://t.co/o7LF2ZFQpx",travel
2204,32053,"1/ i feel for everyone that struggles with loneliness. in an effort to destigmatize talking about feelings and maybe a bit of self-therapy, i know how it feels:",general
2525,31675,"forgot to add that as well as our #battery our #solar panels produced 

18,901kwh for 2018! 

go #renewables !

#auspol #nswpol https://t.co/gfage0zbuf",general
412,2980,Gonna be in Albuquerque for a work trip this week. Any one ever been and got recommendations for grub and brews?,travel
259,8420,"A4: Authentic exploration took center stage in 2018, &amp; we look forward to continuing to travel deeply with pre &amp; post-sailing adventures that allow for meaningful connections with destinations, like our #SeabournJouneys Denali Experience!  https://t.co/VrQPjtgA6M #TWchats https://t.co/VSGVHLuk7K",travel
572,5817,"@PenguPooh Until then, now Jason will carry translator app with him and try to refresh his knowledge of basic words, phrases and alphabet so he doesn't get destroyed on his trip.",travel
776,7006,"Hey privileged twat! Just so you know, most of those volunteers are not rich people. They have clarified that it's for their travelling expenses and will be INCLUDED in EXPENSES REPORT. Cakap ikut sedap mulut 'why can't they reimbursed their own expenses' konon. https://t.co/eT6fnbFOcL",general_travel
1834,13965,"got some bad news people!! just heard on @skynews  there won't be any more food if we have no deal brexit.😟 it must be true sky said!! but don't worry because of the austerity and faming this government has put on us poor people,  food banks have sprung up by the thousands!!🤨👍",general
1846,20124,@cshl_wise thanks for the shoutout @cshl_wise! we're likewise always being inspired by the work you all are doing! 🙂,general
1022,23011,#Münster's historical centre features many architectural gems like the ruins of the Dominican Church. Traveling there is easy by train! Customers with permanent residence outside of Europe can experience unlimited travel across DB’s whole network. #deutschebahn #WeAreGermany https://t.co/1gk7EoxVOB,general_travel
307,7521,@MikePosner @mansionz @JBrantFilms I’m gonna save up and see if I can make the trip from the UK. You are inspirational,travel
383,25790,"Miami——- let me sit this right here—-quick trip....super fun....yummy sun....beautiful people. Yes I’m traveling every month and will be getting paid to go so——— 

Join me❤️❤️ #2019… https://t.co/MfnEFcaOOM",travel
287,38794,@iarmson @ChukaUmunna @BBCr4today @Anna_Soubry Brexit is the end of the world cause youre gonna need visa gor your trip to magaluf,travel
788,5583,Any art designers or photographers out there? ✍️ 🖼️ @one4allireland https://t.co/IQNbKHnLhe,general_travel
179,3751,@MajorWFPod I told my wife yesterday that I have to watch my spending because we're planning a Disney World trip....then I hear y'all are dropping a Stomp in Paradise pin AND a hat?! Plus the Pro Wrestling Tees phone call promotion? #areyouseriousbro? #th,travel
16,6432,@Dixons_Travel Love a bit of #Retro and i'd love to captureðŸ“¸ some OneStep+ memories on my travels to ðŸ‡¸ðŸ‡¬ðŸ‡®ðŸ‡¹ðŸ‡«ðŸ‡·ðŸ‡¦ðŸ‡º,travel
11,10264,"Gonna learn as many languages as I possibly can in my lifetime, 1 bc i can and 2 when I travel I’ll always be able to communicate with people.",travel
311,24557,@bee03081982 Awwww. I love a trip down memory lane from all my years in Ireland. I'm the youngest of 5 so there are loads of pics spanning about 20 years of us all under 10 in different places xxx,travel
6,24555,"Did you see my post last year? I started a travel challenge? £2000 to visit 21 places. Next week I’ll be adding my post to let you know how I got on. Let me know what you think!! https://t.co/nMrSK53XO4 
#wanderlust #travelchallenge #budgettravel #travelblogger #wanderlustblogger https://t.co/MQvbekWNQV",travel
1782,17916,shorty walked on the bus with no coat on....what’s wrong with people,general
123,18039,Heading to #Vancouver in the morning for the Lift #cannabis conference. Always have fun and learn a lot about the industry when I travel north of the border. What’s the most exciting thing to see while I’m up there?,travel
24,42577,happy birthday to the love and light of my life @iriskalani . youâ€™ve made these past two years the best possible . i canâ€™t wait to travel ,travel
1128,28715,"@RozDeKett @WBAIOperaGlass @mediawhizz @The_Convention_ @SebDance @ffsake @JMPSimor Very much so, especially if you travel to places like Netherlands or Germany with compulsory insurance systems. And even the Swiss belong to this system....",general_travel
2433,26803,@sinquiar @howiemandel u truly deserved it!! i need nothing in return 😔😔,general
883,23566,"When Is a Border Just a Border? Almost Never https://t.co/Za4pkHQ1vb The way Trump acts, you would think he believes that no one can travel or read...He wants us to believe that our border is the only one like it in the world...such malarky!",general_travel
2330,13920,who remembers in school when you’d be looking in a history or geography text book and it would say like “turn to page 13” then “turn to page 56” etc etc then at the end of the trail there would be a massive cock or something 😂 or was tha just my school 😭😂,general
896,23476,"#video
obstacle doesn't care
#kids

🏎️

#fail
#USA #Follow #IFB #followback #Nature #Photography #Photo #Russia #Travel #Love #Share #News #Fun #TuesdayThoughts #TuesdayMotivation https://t.co/XaNFIasXkl",general_travel
517,24650,The entire place. The service was phenomenal!!! That was a great day trip to Jamaica! Thank you...we will be back.,travel
